ID,Species,Owner,Country.of.Origin,Farm.Name,Company,Region,Producer,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Total.Cup.Points,Moisture,Color,Certification.Body,altitude_mean_meters
1112,Arabica,marco virgilio ramirez teliz,Mexico,el aguacate,cafes de naranjal s.a. de c.v,veracruz,MARCO VIRGILIO RAMIREZ TELIZ,AMECAFE,2012,"September 10th, 2012",MARCO VIRGILIO RAMIREZ TELIZ,Bourbon,Washed / Wet,7.33,7.33,7.17,7.08,7.25,7.0,10.0,10.0,10.0,80.17,0.12,Green,AMECAFE,1000.0
1113,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,"unex guatemala, s.a.",oriente,AGROPECUARIA QUIAGRAL,Asociacion Nacional Del Café,2012,"May 24th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.33,7.33,7.0,7.33,7.0,7.0,10.0,10.0,10.0,80.17,0.11,Green,Asociacion Nacional Del Café,1310.64
1114,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,kona,,Specialty Coffee Association,,"September 22nd, 2011",Kona Pacific Farmers Cooperative,,,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,80.17,0.05,,Specialty Coffee Association,
1115,Arabica,brayan cunha souza,Brazil,,carmo coffees,mantiqueira de minas,,Brazil Specialty Coffee Association,2017 / 2018,"November 29th, 2017",Brayan Cunha Souza,Bourbon,Pulped natural / honey,7.17,7.17,7.0,7.17,7.25,7.25,10.0,10.0,10.0,80.08,0.11,Green,Brazil Specialty Coffee Association,1100.0
1116,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,好自在咖啡莊園,宸嶧國際,苗栗泰安,簡義榮,Blossom Valley International,2014,"November 23rd, 2014",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,7.42,7.25,7.25,7.17,7.0,7.0,10.0,10.0,10.0,80.08,0.07,Green,Blossom Valley International,850.0
1117,Arabica,honor dela fuente,Nicaragua,,costco wholesale industries,,,Specialty Coffee Association,2013,"February 25th, 2014",Honor dela Fuente,,Natural / Dry,7.25,7.17,6.92,7.25,7.17,7.25,10.0,10.0,10.0,80.08,0.1,Green,Specialty Coffee Association,
1118,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,sheng he shang pin coffee 聖荷上品咖啡坊,blossom valley宸嶧國際,yunlin gukeng he bao 雲林縣古坑鄉荷苞村,Du zheng ru 杜政儒,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Other,7.25,7.25,7.25,7.25,7.08,7.0,10.0,10.0,10.0,80.08,0.11,Green,Blossom Valley International,200.0
1119,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,a shu she coffee 阿束社咖啡莊園,blossom valley宸嶧國際,changhua baguashan 彰化市八卦山,Zheng zhao ming 鄭昭明,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,7.25,7.25,7.25,7.0,7.25,7.08,10.0,10.0,10.0,80.08,0.11,Green,Blossom Valley International,150.0
1120,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,wu kun shan coffee 吳焜山咖啡園,blossom valley宸嶧國際,changhua baguashan 彰化市八卦山,Wu kun shan 吳焜山,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Semi-washed / Semi-pulped,7.25,7.25,7.25,7.08,7.17,7.08,10.0,10.0,10.0,80.08,0.11,Green,Blossom Valley International,250.0
1121,Arabica,israel eduardo paz garcia,Mexico,el tabaco,cafeorganico.mx,zaragoza itundujia,ALBERTA TEODORO ANALCO,AMECAFE,2012,"September 14th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Washed / Wet,7.33,7.17,7.25,7.08,7.08,7.08,10.0,10.0,10.0,80.08,0.15,,AMECAFE,1300.0
1122,Arabica,federico pacheco perez,Mexico,,,escuitla,FEDERICO PACHECO PEREZ,AMECAFE,2012,"August 30th, 2012",FEDERICO PACHECO PEREZ,Typica,Washed / Wet,7.25,7.08,7.0,7.17,7.33,7.17,10.0,10.0,10.0,80.08,0.14,Green,AMECAFE,1300.0
1123,Arabica,"comercial internacional exportadora, s.a.",Nicaragua,santa matilde,"comercial internacional exportadora, s.a.",jinotega,RONALDO LACAYO CARDENAL,Instituto Hondureño del Café,2017,"June 13th, 2017","COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Caturra,Washed / Wet,7.33,7.08,6.92,7.08,7.42,7.17,10.0,10.0,10.0,80.0,0.1,Green,Instituto Hondureño del Café,1250.0
1124,Arabica,ngu shwe li,Myanmar,doe kwin,ngu shwe li coffee estate,"doe kwin, pyin oo lwin",Ngu Shwe Li Coffee Estate,Coffee Quality Institute,2015,"July 17th, 2015",Ngu Shwe Li,Other,Washed / Wet,7.17,7.33,7.0,7.42,7.17,7.0,10.0,10.0,10.0,80.0,0.0,Green,Coffee Quality Institute,3845.0
1125,Arabica,kurt kappeli,Mexico,various,globus coffee,"sierra fraylesca, chiapas",various small producers,Specialty Coffee Association,2014,"May 1st, 2014",Kurt Kappeli,Typica,Washed / Wet,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10.0,80.0,0.0,Green,Specialty Coffee Association,1400.0
1126,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,zhang li hong coffee 張立宏咖啡莊園,blossom valley宸嶧國際,changhua baguashan 彰化市八卦山,Zhang xian tong 張献銅,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,7.25,7.25,7.25,7.0,7.25,7.0,10.0,10.0,10.0,80.0,0.11,Green,Blossom Valley International,250.0
1127,Arabica,doi tung development project,Thailand,doi tung development project,doi tung development project,thailand,Doi Tung Development Project,Specialty Coffee Association,2012,"May 29th, 2013",Doi Tung Development Project,,Washed / Wet,7.33,6.67,7.08,7.42,7.42,7.08,10.0,10.0,10.0,80.0,0.0,Green,Specialty Coffee Association,800.0
1128,Arabica,pablo enrique martinez gama,Mexico,"la orduña, coatepec, veracruz",,coatepec,PABLO ENRIQUE MARTINEZ GAMA,AMECAFE,2012,"September 10th, 2012",PABLO ENRIQUE MARTINEZ GAMA,Typica,Washed / Wet,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10.0,10.0,80.0,0.12,Green,AMECAFE,1250.0
1129,Arabica,semiramis casas velazquez,Mexico,"santa clara, california y camila",,san miguel del puerto,SEMIRAMIS CASAS VELAZQUEZ,AMECAFE,2012,"September 4th, 2012",SEMIRAMIS CASAS VELAZQUEZ,Other,Washed / Wet,7.08,7.33,7.0,7.33,7.08,7.0,10.0,10.0,10.0,80.0,0.11,Green,AMECAFE,1100.0
1130,Arabica,ethiopia commodity exchange,Ethiopia,"phone number | 0911-51-08-01, email | at",,limu,Contact name | ATO Teshome Belamo,Ethiopia Commodity Exchange,2010,"June 17th, 2010",Ethiopia Commodity Exchange,,,7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,80.0,0.05,,Ethiopia Commodity Exchange,
1131,Arabica,federacion nacional de cafeteros,Colombia,,federacion nacional de cafeteros,huila,,Almacafé,2015,"April 23rd, 2015",Federacion Nacional de Cafeteros,,Washed / Wet,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10.0,10.0,79.92,0.0,Green,Almacafé,
1132,Arabica,eileen koyanagi,United States (Hawaii),,kona pacific farmers cooperative,kona,,Specialty Coffee Association,2014,"May 12th, 2014",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.5,7.0,7.0,6.92,7.33,7.17,10.0,10.0,10.0,79.92,0.11,Green,Specialty Coffee Association,
1133,Arabica,calixto guillen vazquez,Mexico,various,"finca triunfo verde, s.c.",chiapas,VARIOS PRODUCTORES,AMECAFE,2013,"March 29th, 2013",CALIXTO GUILLEN VAZQUEZ,Bourbon,Washed / Wet,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10.0,10.0,79.92,0.12,Green,AMECAFE,1300.0
1134,Arabica,alejandro garcia palacios,Mexico,finca buenos aires,industrializadora de kaffee andes s.a. de c.v.,"motozintla, chiapas",MARTHA PALACIOS,AMECAFE,2012,"September 11th, 2012",ALEJANDRO GARCIA PALACIOS,Other,Washed / Wet,7.17,7.17,6.92,7.25,7.33,7.08,10.0,10.0,10.0,79.92,0.12,Green,AMECAFE,1100.0
1135,Arabica,christina dusing,Mexico,rancho san francisco iii,,veracruz,DELMAR MORENO GUILLEN,AMECAFE,2012,"August 30th, 2012",CHRISTINA DUSING,Bourbon,Washed / Wet,7.5,7.17,7.0,7.17,7.25,7.08,10.0,10.0,10.0,79.92,0.0,,AMECAFE,1100.0
1136,Arabica,montegrande,Mexico,finca monte grande,,jaltenango,MARIA ELENA TERESA FERNANDEZ CEJA,AMECAFE,2012,"July 26th, 2012",MONTEGRANDE,Catuai,Washed / Wet,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10.0,10.0,79.92,0.11,Green,AMECAFE,1100.0
1137,Arabica,pablo enrique martinez gama,Mexico,finca la orduña,,coatepec,PABLO ENRIQUE MARTINEZ GAMA,AMECAFE,2012,"July 11th, 2012",PABLO ENRIQUE MARTINEZ GAMA,Typica,Natural / Dry,7.33,7.25,7.0,7.42,7.17,7.17,9.33,10.0,10.0,79.92,0.12,Green,AMECAFE,1250.0
1138,Arabica,jesus carlos cadena valdivia,Mexico,finca huehuetecpan,cafetalera la asunción s.a. de c.v.,veracruz,MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,AMECAFE,2012,"July 11th, 2012",JESUS CARLOS CADENA VALDIVIA,Mundo Novo,Washed / Wet,7.17,7.33,7.08,7.58,7.33,7.08,10.0,9.33,10.0,79.92,0.11,Green,AMECAFE,1250.0
1139,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,kona,,Specialty Coffee Association,,"September 22nd, 2011",Kona Pacific Farmers Cooperative,,,7.5,7.42,7.58,7.42,7.5,7.58,8.67,8.67,10.0,79.92,0.05,,Specialty Coffee Association,
1140,Arabica,kennedy macharia,Kenya,yara estate / benvar estate,taylor winch (coffee) ltd,kiambu,YARA / BENVAR,Kenya Coffee Traders Association,2017,"August 25th, 2017",Kennedy Macharia,SL34,Washed / Wet,7.0,7.08,7.0,7.17,7.25,7.25,10.0,10.0,10.0,79.83,0.11,,Kenya Coffee Traders Association,1500.0
1141,Arabica,juan luis alvarado romero,Guatemala,piamonte,"unex guatemala, s.a.",san marcos,JORGE LEAL,Asociacion Nacional Del Café,2017,"August 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10.0,10.0,79.83,0.1,Green,Asociacion Nacional Del Café,1700.0
1142,Arabica,asociación aldea global jinotega,Nicaragua,asociación aldea global jinotega,asociación aldea global jinotega,jinotega,Asociación Aldea Global Jinotega,Asociación de Cafés Especiales de Nicaragua,2014,"March 30th, 2015",Asociación Aldea Global Jinotega,Caturra,Washed / Wet,6.83,7.17,7.17,6.92,7.5,7.08,10.0,10.0,10.0,79.83,0.11,Green,Asociación de Cafés Especiales de Nicaragua,1250.0
1143,Arabica,sergio de la vequia bernardi,Mexico,la cuchilla,,veracruz,CIRO DE LA VEQUIA CESSA,AMECAFE,2012,"July 11th, 2012",SERGIO DE LA VEQUIA BERNARDI,Typica,Washed / Wet,7.17,7.08,7.0,7.25,7.5,7.0,10.0,10.0,10.0,79.83,0.12,Green,AMECAFE,1300.0
1144,Arabica,kona pacific farmers cooperative,United States (Hawaii),,kona pacific farmers cooperative,kona,,Specialty Coffee Association,2012,"April 5th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10.0,10.0,79.83,0.12,Blue-Green,Specialty Coffee Association,
1145,Arabica,juan luis alvarado romero,Guatemala,la esperanza,"unex guatemala, s.a.",oriente,"AGRICOLA EL PILAR, S.A.",Asociacion Nacional Del Café,2016,"June 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,79.75,0.1,Green,Asociacion Nacional Del Café,190164.0
1146,Arabica,"lin, che-hao krude 林哲豪",Taiwan,ka-vulungan coffee estate,"red on tree co., ltd.","taiwu township , pingtung county 屏東縣泰武鄉",Wei-Chieh ( Jack ) Hua,Specialty Coffee Association,2014,"March 21st, 2015","Lin, Che-Hao Krude 林哲豪",Typica,Natural / Dry,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,79.75,0.0,,Specialty Coffee Association,1000.0
1147,Arabica,"lin, che-hao krude 林哲豪",Taiwan,baijiada coffee farm佰加達咖啡莊園,"red on tree co., ltd.","baihe dist., tainan city 臺南市白河區",LIN REN FU 林人富,Specialty Coffee Association,2013,"July 28th, 2014","Lin, Che-Hao Krude 林哲豪",Typica,Washed / Wet,7.08,7.08,7.25,7.0,7.17,7.17,10.0,10.0,10.0,79.75,0.1,Blue-Green,Specialty Coffee Association,600.0
1148,Arabica,doi tung development project,Thailand,,doi tung development project,thailand,Doi Tung Development Project,Specialty Coffee Association,2013,"June 16th, 2014",Doi Tung Development Project,,Washed / Wet,7.25,7.08,6.92,7.5,7.08,6.92,10.0,10.0,10.0,79.75,0.12,Green,Specialty Coffee Association,800.0
1149,Arabica,dane loraas,Peru,,sustainable harvest,huanuco,,Specialty Coffee Association,2013,"January 23rd, 2014",Dane Loraas,,Washed / Wet,7.0,7.08,7.0,7.25,7.5,7.42,9.33,10.0,10.0,79.75,0.12,Green,Specialty Coffee Association,
1150,Arabica,the coffee source inc.,Costa Rica,several,the coffee source inc.,brunca,Coopeagri,Specialty Coffee Association,2013,"September 23rd, 2013",The Coffee Source Inc.,Catuai,Washed / Wet,7.58,7.5,7.67,7.75,7.67,7.58,8.0,8.0,10.0,79.75,0.1,Bluish-Green,Specialty Coffee Association,1100.0
1151,Arabica,fredy gordillo reyes,Mexico,union ramal santa cruz,union ramal santa cruz spr de ri,"la concordia, chiapas",UNION RAMAL SANTA CRUZ,AMECAFE,2013,"March 29th, 2013",FREDY GORDILLO REYES,Typica,Washed / Wet,7.58,7.08,7.0,7.0,7.5,6.92,10.0,10.0,10.0,79.75,0.12,Green,AMECAFE,1400.0
1152,Arabica,leonides de la cruz lopez,Mexico,comonyaj noptic s de ss,comon yaj noptic s. de ss,chiapas,COMONYAJ NOPTIC S DE SS,AMECAFE,2013,"March 29th, 2013",LEONIDES DE LA CRUZ LOPEZ,Bourbon,Washed / Wet,7.58,7.08,6.92,7.58,7.5,6.92,10.0,9.33,10.0,79.75,0.13,Green,AMECAFE,1022.0
1153,Arabica,calixto guillen vazquez,Mexico,various,"finca triunfo verde, s.c.",chiapas,VARIOS PRODUCTORES,AMECAFE,2013,"March 29th, 2013",CALIXTO GUILLEN VAZQUEZ,Bourbon,Washed / Wet,7.25,7.08,7.0,7.17,7.17,7.08,10.0,10.0,10.0,79.75,0.12,Green,AMECAFE,1300.0
1154,Arabica,israel eduardo paz garcia,Mexico,peña negra,cafeorganico.mx,zaragoza itundujia,MINERVA ZUÑIGA GARCIA,AMECAFE,2012,"September 14th, 2012",ISRAEL EDUARDO PAZ GARCIA,Bourbon,Washed / Wet,7.25,7.17,7.17,7.08,7.17,7.0,10.0,10.0,10.0,79.75,0.14,,AMECAFE,1450.0
1155,Arabica,alfredo bojalil,Mexico,el vergel,ecomtrading,pochutla,ANGEL GONZALES,AMECAFE,2012,"September 4th, 2012",ALFREDO BOJALIL,Typica,Washed / Wet,7.33,7.25,7.0,7.08,7.08,7.0,10.0,10.0,10.0,79.75,0.1,Green,AMECAFE,1050.0
1156,Arabica,lusso lab,Guatemala,genuine antigua medina,lusso coffee lab,antigua,Jorge Bolanos,Specialty Coffee Association,2012,"July 23rd, 2012",LUSSO LAB,Bourbon,Washed / Wet,7.58,7.33,7.5,7.33,7.0,7.33,9.33,9.33,9.33,79.75,0.0,Green,Specialty Coffee Association,
1157,Arabica,montegrande,Mexico,finca monte grande,cafe montegrande,tuxtla gutierrez,ALFREDO MOISES CEJA,AMECAFE,2012,"June 6th, 2012",MONTEGRANDE,Typica,Washed / Wet,7.25,6.83,6.92,7.08,7.25,7.08,10.0,10.0,10.0,79.75,0.12,,AMECAFE,1100.0
1158,Arabica,juan luis alvarado romero,Guatemala,la esmeralda,"unex guatemala, s.a.",oriente,JESUS RAMIREZ,Asociacion Nacional Del Café,2016,"June 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,79.67,0.1,Green,Asociacion Nacional Del Café,1219.2
1159,Arabica,consejo salvadoreño del café,El Salvador,la montaña,consejo salvadoreño del café,cacahuatique,Sociedad Cooperativa de Cafetaleros de Ciudad Barrios de R.L.,Salvadoran Coffee Council,2016,"March 23rd, 2017",Consejo Salvadoreño del Café,Bourbon,Washed / Wet,7.25,7.08,7.0,6.83,7.33,7.17,10.0,10.0,10.0,79.67,0.0,Bluish-Green,Salvadoran Coffee Council,1250.0
1160,Arabica,doi tung development project,Thailand,,doi tung development project,thailand,Doi Tung Development Project,Specialty Coffee Association,2013,"June 16th, 2014",Doi Tung Development Project,,Washed / Wet,6.92,7.17,6.83,7.42,7.17,7.08,10.0,10.0,10.0,79.67,0.12,Blue-Green,Specialty Coffee Association,800.0
1161,Arabica,juan luis alvarado romero,Guatemala,la castellana,"unex guatemala, s.a.",oriente,AGRIPEC DE LA VEGA Y CIA.,Asociacion Nacional Del Café,2013,"June 27th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.0,6.83,7.08,7.08,7.17,10.0,10.0,10.0,79.67,0.11,Green,Asociacion Nacional Del Café,1310.64
1162,Arabica,fredy gordillo reyes,Mexico,union ramal santa cruz,union ramal santa cruz spr de ri,"la concordia, chiapas",UNION RAMAL SANTA CRUZ,AMECAFE,2013,"March 29th, 2013",FREDY GORDILLO REYES,Typica,Washed / Wet,7.42,7.25,6.83,7.58,7.17,6.58,10.0,10.0,10.0,79.67,0.12,Green,AMECAFE,1400.0
1163,Arabica,saul m. hernandez ramirez,Mexico,el encinal,,"tenango de doria, hidalgo","GOMEZ GRANILLO, VERONICO",AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Caturra,Washed / Wet,7.33,7.17,7.0,6.75,7.08,7.0,10.0,10.0,10.0,79.67,0.13,,AMECAFE,975.0
1164,Arabica,alfredo bojalil,Mexico,consolapa,ecomtrading,"coatepec, coatepec",CECILIA AVILA CAMBEROS,AMECAFE,2012,"June 4th, 2012",ALFREDO BOJALIL,Mundo Novo,Washed / Wet,6.92,7.17,7.17,7.17,7.08,7.08,10.0,10.0,10.0,79.67,0.0,,AMECAFE,1264.0
1165,Arabica,doi tung development project,Thailand,doi tung development project,,,Doi Tung Development Project,Specialty Coffee Association,,"April 9th, 2010",Doi Tung Development Project,Peaberry,,7.17,7.17,7.0,7.0,7.25,6.92,10.0,10.0,10.0,79.67,0.0,,Specialty Coffee Association,
1166,Arabica,obed rendon ponce,Mexico,tepetzingo,cafetera el grande s.a. de c.v.,tepetzingo,ROGELIO JACOME MORALES,AMECAFE,2012,"September 17th, 2012",OBED RENDON PONCE,Typica,Washed / Wet,7.08,7.0,6.92,7.33,7.25,7.08,10.0,10.0,10.0,79.58,0.12,,AMECAFE,1250.0
1167,Arabica,armando luis pohlenz martinez,Mexico,,beneficio custepec s.a. de c.v.,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,AMECAFE,2012,"August 30th, 2012",ARMANDO LUIS POHLENZ MARTINEZ,Caturra,Washed / Wet,7.25,6.92,6.92,7.33,7.25,7.0,10.0,10.0,10.0,79.58,0.13,Green,AMECAFE,1550.0
1168,Arabica,exportadora de cafe condor s.a,Colombia,,,huila,,Almacafé,4T/10,"February 9th, 2011",Exportadora de Cafe Condor S.A,,,7.25,7.17,7.0,6.75,7.17,7.33,10.0,10.0,10.0,79.58,0.1,,Almacafé,1800.0
1169,Arabica,carl walker,Guatemala,la igualdad,,"chuva, san marcos",Federico Weller,Specialty Coffee Association,2009/2010,"January 13th, 2011",Carl Walker,,,7.08,7.0,6.83,7.33,7.25,7.0,10.0,10.0,10.0,79.58,0.17,,Specialty Coffee Association,1325.88
1170,Arabica,cooperativa el gorrion r.l,Nicaragua,las nubes,cooperativa el gorrion r.l,jinotega,Cooperativa de Servicio Múltiples el Gorrión R.L,Asociación de Cafés Especiales de Nicaragua,2015,"July 6th, 2015",COOPERATIVA EL GORRION R.L,Caturra,Natural / Dry,6.92,6.92,7.0,7.42,7.25,7.0,10.0,10.0,10.0,79.5,0.12,Green,Asociación de Cafés Especiales de Nicaragua,1050.0
1171,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,su-zhen huang 黃素真,blossom valley宸嶧國際,nantou,張素真,Blossom Valley International,2014,"May 23rd, 2015",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Natural / Dry,6.92,7.0,7.17,7.0,7.42,7.0,10.0,10.0,10.0,79.5,0.0,,Blossom Valley International,700.0
1172,Arabica,exportadora de cafe condor s.a,Colombia,,exportadora de cafe condor s.a,cundinamarca,,Almacafé,2013,"June 21st, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.83,7.5,7.42,7.42,7.67,7.5,10.0,6.67,10.0,79.5,0.0,Green,Almacafé,1550.0
1173,Arabica,armando luis pohlenz martinez,Mexico,,beneficio custepec s.a. de c.v.,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,AMECAFE,2012,"August 1st, 2012",ARMANDO LUIS POHLENZ MARTINEZ,Caturra,Washed / Wet,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10.0,10.0,79.5,0.12,Green,AMECAFE,1550.0
1174,Arabica,mario jose fernandez,Mexico,casa blanca,,"coatepec, coatepec",MARIA DE LA LUZ SANCHEZ TODD,AMECAFE,2012,"July 11th, 2012",MARIO JOSE FERNANDEZ,Typica,Washed / Wet,7.25,7.33,7.0,7.25,7.17,7.17,9.33,10.0,10.0,79.5,0.12,Bluish-Green,AMECAFE,1100.0
1175,Arabica,juan luis alvarado romero,Guatemala,el papaturro,"unex guatemala, s.a.",oriente,AMILCAR LAPOLA,Asociacion Nacional Del Café,2013,"May 13th, 2014",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,79.42,0.1,Green,Asociacion Nacional Del Café,1219.2
1176,Arabica,juan luis alvarado romero,Guatemala,various,outspan guatemala s.a.,oriente,VARIOS,Asociacion Nacional Del Café,2014,"March 31st, 2014",Juan Luis Alvarado Romero,Other,Washed / Wet,7.25,7.33,6.83,7.0,7.0,7.17,10.0,10.0,10.0,79.42,0.1,Green,Asociacion Nacional Del Café,1219.2
1177,Arabica,adriana torres rico quevedo,Mexico,cre-leg l-4,cafessisimo compañia s.a. de c.v.,xicotepec de juarez,ADRIANA TORRES RICO QUEVEDO,AMECAFE,2012,"September 11th, 2012",ADRIANA TORRES RICO QUEVEDO,Typica,Washed / Wet,7.0,6.83,6.83,7.42,7.33,7.17,10.0,10.0,10.0,79.42,0.13,Green,AMECAFE,800.0
1178,Arabica,rre kunene,Cote d?Ivoire,cnra station of divo,royal 1750 coffee,cnra station of divo,CNRA,Specialty Coffee Association,2016,"June 6th, 2017",Rre Kunene,,Washed / Wet,7.42,7.25,6.83,7.0,7.33,7.08,9.33,10.0,10.0,79.33,0.13,Bluish-Green,Specialty Coffee Association,200.0
1179,Arabica,the coffee source inc.,Colombia,several,the coffee source inc.,pereira,Spot,Specialty Coffee Association,2013,"January 8th, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10.0,79.33,0.0,Green,Specialty Coffee Association,1200.0
1180,Arabica,eric jesus cordoba arroyo,Mexico,el encanto,,zentla,ERIC JESUS CORDOBA ARROYO,AMECAFE,2012,"September 17th, 2012",ERIC JESUS CORDOBA ARROYO,Typica,Washed / Wet,7.0,7.0,6.83,7.33,7.42,6.92,10.0,10.0,10.0,79.33,0.14,,AMECAFE,950.0
1181,Arabica,eric jesus cordoba arroyo,Mexico,la gloria,,zentla,ANTONIO CORDOBA MURILLO,AMECAFE,2012,"September 10th, 2012",ERIC JESUS CORDOBA ARROYO,Typica,Washed / Wet,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10.0,10.0,79.33,0.14,Green,AMECAFE,750.0
1182,Arabica,juan luis alvarado romero,Guatemala,conquista / morito,"unex guatemala, s.a.",oriente,Conquista/ Morito,Asociacion Nacional Del Café,2012,"January 13th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.17,6.5,6.33,7.25,7.58,7.33,10.0,10.0,10.0,79.33,0.11,Green,Asociacion Nacional Del Café,
1183,Arabica,"lin, che-hao krude 林哲豪",Taiwan,baishencun coffee farm百勝村咖啡莊園,"red on tree co., ltd.",natou county,WU SHU YI 巫叔憶,Specialty Coffee Association,2014,"November 7th, 2014","Lin, Che-Hao Krude 林哲豪",Typica,Washed / Wet,7.08,6.83,6.83,7.25,7.42,7.08,10.0,10.0,10.0,79.25,0.11,Blue-Green,Specialty Coffee Association,850.0
1184,Arabica,marco virgilio ramirez teliz,Mexico,el aguacate,cafes de naranjal s.a. de c.v,veracruz,MARCO VIRGILIO RAMIREZ TELIZ,AMECAFE,2012,"September 10th, 2012",MARCO VIRGILIO RAMIREZ TELIZ,Bourbon,Washed / Wet,7.0,7.0,6.92,7.17,7.17,7.08,10.0,10.0,10.0,79.25,0.13,Green,AMECAFE,1000.0
1185,Arabica,juan luis alvarado romero,Guatemala,las delicias,"unex guatemala, s.a.",santa rosa,OTTO BECKER,Asociacion Nacional Del Café,2017,"August 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,79.17,0.1,Green,Asociacion Nacional Del Café,1219.2
