,ID,Species,Owner,Country.of.Origin,Farm.Name,Company,Region,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Total.Cup.Points,Moisture,Color,Certification.Body,altitude_mean_meters,ClusterAgg,ClusterKmeans
873,874,Arabica,cadexsa,Honduras,bethel,cadexsa,marcala,Instituto Hondureño del Café,2016,"May 2nd, 2016",CADEXSA,Catuai,Washed / Wet,7.58,7.5,7.33,7.33,7.42,7.25,10.0,10.0,10.0,81.67,0.11,Blue-Green,Instituto Hondureño del Café,1450.0,4,6
874,875,Arabica,taylor winch (coffee) ltd.,"Tanzania, United Republic Of",ngima,volcafe/taylorwinch tanzania ltd,mbinga,Tanzanian Coffee Board,2016,"April 27th, 2016",Taylor Winch (Coffee) Ltd.,Other,Not Specified,7.17,7.33,7.33,7.42,7.5,7.33,10.0,10.0,10.0,81.67,0.0,Green,Tanzanian Coffee Board,1800.0,4,6
875,876,Arabica,"comercial internacional exportadora, s.a.",Nicaragua,santa matilde,"comercial internacional exportadora, s.a.",jinotega,Instituto Hondureño del Café,,"March 11th, 2016","COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Other,Not Specified,7.58,7.5,7.25,7.25,7.5,7.25,10.0,10.0,10.0,81.67,0.1,Green,Instituto Hondureño del Café,0.0,4,6
876,877,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,la plata,Almacafé,2016,"January 21st, 2016",Racafe & Cia S.C.A,Other,Not Specified,7.75,7.75,7.75,7.67,5.25,7.83,10.0,10.0,10.0,81.67,0.0,,Almacafé,0.0,7,6
877,878,Arabica,ipanema coffees,Brazil,rio verde,ipanema coffees,south of minas,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Natural / Dry,7.25,7.75,6.92,7.42,7.5,7.58,10.0,10.0,10.0,81.67,0.0,Green,Brazil Specialty Coffee Association,1.0,0,1
878,879,Arabica,dae ltd company,"Tanzania, United Republic Of",multiple,dae ltd company,mbinga,Africa Fine Coffee Association,2014,"January 2nd, 2015",DAE Ltd Company,Other,Washed / Wet,7.42,7.33,7.25,7.42,7.5,7.42,10.0,10.0,10.0,81.67,0.12,Green,Africa Fine Coffee Association,1500.0,4,6
879,880,Arabica,tembo coffee company ltd,"Tanzania, United Republic Of",ilomba 1,tembo coffee company ltd,"ilomba vilage, mbozi",Africa Fine Coffee Association,2013,"December 15th, 2014",Tembo Coffee Company Ltd,Other,Washed / Wet,7.33,7.33,7.5,7.25,7.42,7.33,10.0,10.0,10.0,81.67,0.12,Green,Africa Fine Coffee Association,1700.0,4,6
880,881,Arabica,ipanema coffees,Brazil,rio verde,ipanema coffees,south of minas,Specialty Coffee Association,2014/2015,"October 16th, 2014",Ipanema Coffees,Bourbon,Washed / Wet,7.25,7.42,7.25,7.5,7.5,7.42,10.0,10.0,10.0,81.67,0.1,Green,Specialty Coffee Association,1260.0,4,6
881,882,Arabica,chris finch,Indonesia,,volcafe specialty coffee,bener meriah,Specialty Coffee Association,2013,"May 23rd, 2014",Chris Finch,Sumatra,Semi-washed / Semi-pulped,7.17,7.42,7.33,7.42,7.33,7.42,10.0,10.0,10.0,81.67,0.11,Bluish-Green,Specialty Coffee Association,0.0,4,6
882,883,Arabica,,Honduras,gran manzana y el aguacate,cigrah,comayagua,Instituto Hondureño del Café,2014,"May 16th, 2014",,Caturra,Natural / Dry,7.5,7.33,7.5,7.5,7.17,7.17,10.0,10.0,10.0,81.67,0.1,Green,Instituto Hondureño del Café,1400.0,4,6
883,884,Arabica,"ceca, s.a.",Costa Rica,gamboa,"ceca,s.a.",tarrazu,Specialty Coffee Association of Costa Rica,2013,"April 26th, 2014","CECA, S.A.",Caturra,Washed / Wet,7.5,7.17,7.17,7.17,7.5,7.08,10.0,10.0,10.0,81.67,0.11,Green,Specialty Coffee Association of Costa Rica,1850.0,4,6
884,885,Arabica,dane loraas,Mexico,,sustainable harvest,veracruz,Specialty Coffee Association,2014,"April 2nd, 2014",Dane Loraas,Other,Washed / Wet,7.42,7.42,7.67,8.0,7.58,7.5,9.33,9.33,10.0,81.67,0.0,Green,Specialty Coffee Association,0.0,9,4
885,886,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,mu he zi coffee 木盒子咖啡園,blossom valley宸嶧國際,changhua baguashan 彰化市八卦山,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.25,7.42,7.25,10.0,10.0,10.0,81.67,0.11,Green,Blossom Valley International,150.0,4,6
886,887,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,guo xin ka fei 國昕咖啡,blossom valley宸嶧國際,nantou,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,7.58,7.42,7.33,7.42,7.33,7.33,10.0,10.0,10.0,81.67,0.11,Green,Blossom Valley International,750.0,4,6
887,888,Arabica,fredy gordillo reyes,Mexico,union ramal santa cruz,union ramal santa cruz spr de ri,"la concordia, chiapas",AMECAFE,2013,"March 29th, 2013",FREDY GORDILLO REYES,Typica,Washed / Wet,7.5,7.42,7.08,7.58,7.33,7.33,10.0,10.0,10.0,81.67,0.12,Green,AMECAFE,1400.0,10,6
888,889,Arabica,juan luis alvarado romero,Guatemala,finca el morito,finca el morito,jalapa,Asociacion Nacional Del Café,2012,"October 5th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.67,7.33,7.33,7.33,7.33,10.0,10.0,10.0,81.67,0.11,Green,Asociacion Nacional Del Café,1752.6,4,6
889,890,Arabica,virginia gordillo gordillo,Mexico,finca cafetalera la suiza,"productora agricola y ganadera finca la suiza, s.p.r. de r.l. de c.v.",tuxtla gutierrez,AMECAFE,2012,"September 11th, 2012",VIRGINIA GORDILLO GORDILLO,Typica,Washed / Wet,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10.0,10.0,81.67,0.13,Green,AMECAFE,1650.0,2,0
890,891,Arabica,jose luis munoz guerrero,Mexico,,,yajalon,AMECAFE,2012,"August 30th, 2012",JOSE LUIS MUNOZ GUERRERO,Bourbon,Washed / Wet,7.67,7.25,7.17,7.75,7.5,7.25,10.0,10.0,10.0,81.67,0.11,Green,AMECAFE,1400.0,10,0
891,892,Arabica,christina dusing,Mexico,ucipa santa catarina,,veracruz,AMECAFE,2012,"July 27th, 2012",CHRISTINA DUSING,Bourbon,Washed / Wet,7.5,7.42,7.33,7.42,7.42,7.42,10.0,10.0,10.0,81.67,0.11,Green,AMECAFE,1200.0,10,6
892,893,Arabica,alfredo bojalil,Mexico,finca nueva linda,ecomtrading,"la concordia, chiapas",AMECAFE,2012,"April 2nd, 2012",ALFREDO BOJALIL,Bourbon,Washed / Wet,7.58,7.42,7.25,7.58,7.25,7.17,10.0,10.0,10.0,81.67,0.11,Green,AMECAFE,1400.0,10,6
893,894,Arabica,miguel cortes moreno,Mexico,sacún palma,"estrategias constructivas corzu, s.a. de c.v.","sacún palma, municipio de chilón, chiapas",AMECAFE,2012,"February 29th, 2012",MIGUEL CORTES MORENO,Caturra,Semi-washed / Semi-pulped,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10.0,10.0,81.67,0.11,Green,AMECAFE,940.0,10,6
894,895,Arabica,kona pacific farmers cooperative,United States (Hawaii),,cqi,kona,Specialty Coffee Association,2012,"February 8th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Washed / Wet,7.42,7.33,7.33,7.33,7.17,7.83,10.0,10.0,10.0,81.67,0.1,Green,Specialty Coffee Association,0.0,4,6
895,896,Arabica,mdh,Honduras,various,molinos de honduras,western region,Instituto Hondureño del Café,2018,"January 19th, 2018",MDH,Catimor,Washed / Wet,7.5,7.42,7.08,7.42,7.5,7.33,10.0,10.0,10.0,81.58,0.11,Blue-Green,Instituto Hondureño del Café,1200.0,4,6
896,897,Arabica,juan luis alvarado romero,Guatemala,la esperanza,"unex guatemala, s.a.",huehuetenango,Asociacion Nacional Del Café,2017,"June 1st, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.42,7.08,7.5,7.42,7.33,10.0,10.0,10.0,81.58,0.12,Green,Asociacion Nacional Del Café,1900.0,4,6
897,898,Arabica,"lin, che-hao krude 林哲豪",Taiwan,baishengcun coffee 百勝村咖啡莊園,taiwan coffee laboratory,natou county,Specialty Coffee Association,2016,"July 15th, 2016","Lin, Che-Hao Krude 林哲豪",Typica,Washed / Wet,7.42,7.42,7.25,7.67,7.33,7.25,10.0,10.0,10.0,81.58,0.1,Blue-Green,Specialty Coffee Association,800.0,10,6
898,899,Arabica,"ceca, s.a.",Costa Rica,cafetalera aquiares,"ceca,s.a.",turrialba,Specialty Coffee Association of Costa Rica,2015,"February 3rd, 2015","CECA, S.A.",Caturra,Washed / Wet,7.58,7.42,7.5,7.17,7.08,7.58,10.0,10.0,10.0,81.58,0.12,Green,Specialty Coffee Association of Costa Rica,13.0,4,6
899,900,Arabica,acacia hills ltd,"Tanzania, United Republic Of",acacia hills,acacia hills ltd,"oldeani , mongola",Africa Fine Coffee Association,2014,"December 18th, 2014",Acacia Hills Ltd,Other,Washed / Wet,7.42,7.42,7.33,7.42,7.42,7.33,10.0,10.0,10.0,81.58,0.12,Green,Africa Fine Coffee Association,1800.0,10,6
900,901,Arabica,afca,Malawi,kavuzi,mzuzu coffee planters coop union,mzuzu,Africa Fine Coffee Association,2014,"October 31st, 2014",AFCA,Gesha,Washed / Wet,7.42,7.42,7.17,7.58,7.33,7.33,10.0,10.0,10.0,81.58,0.13,Green,Africa Fine Coffee Association,1100.0,10,6
901,902,Arabica,"lin, che-hao krude 林哲豪",Taiwan,jacob's estate 雅谷咖啡,"red on tree co., ltd.",natou county,Specialty Coffee Association,2014,"August 25th, 2014","Lin, Che-Hao Krude 林哲豪",Typica,Semi-washed / Semi-pulped,7.33,7.17,7.08,7.08,8.33,8.25,10.0,10.0,9.33,81.58,0.0,,Specialty Coffee Association,850.0,2,0
902,903,Arabica,ipanema coffees,Brazil,rio verde,ipanema coffees,south of minas,NUCOFFEE,2013/2014,"November 6th, 2013",Ipanema Coffees,Yellow Bourbon,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.25,10.0,10.0,10.0,81.58,0.12,Blue-Green,NUCOFFEE,1260.0,4,6
903,904,Arabica,juan luis alvarado romero,Guatemala,el morito,"unex guatemala, s.a.",oriente,Asociacion Nacional Del Café,2013,"July 16th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.33,7.17,7.58,7.42,7.5,10.0,10.0,10.0,81.58,0.12,Green,Asociacion Nacional Del Café,1310.64,10,6
904,905,Arabica,fredy gordillo reyes,Mexico,union ramal santa cruz,union ramal santa cruz spr de ri,"la concordia, chiapas",AMECAFE,2013,"March 29th, 2013",FREDY GORDILLO REYES,Typica,Washed / Wet,7.67,7.5,7.42,7.5,6.75,7.42,10.0,10.0,10.0,81.58,0.12,Green,AMECAFE,1400.0,4,6
905,906,Arabica,enrique eduardo lopez aguilar,Mexico,las nubes - pante don jaime,finca santa cruz,la concordia,AMECAFE,2012,"June 6th, 2012",Enrique Eduardo Lopez Aguilar,Marigojipe,Natural / Dry,7.33,7.5,7.25,7.5,7.5,7.17,10.0,10.0,10.0,81.58,0.11,,AMECAFE,1600.0,4,6
906,907,Arabica,enrique eduardo lopez aguilar,Mexico,santa cruz - pante don jaime,finca santa cruz,la concordia,AMECAFE,2012,"June 6th, 2012",Enrique Eduardo Lopez Aguilar,Typica,Natural / Dry,7.67,7.58,7.42,7.58,7.58,7.42,10.0,10.0,8.67,81.58,0.11,,AMECAFE,1650.0,2,5
907,908,Arabica,doi chaang coffee company,Thailand,"doi chaang coffee original co.,ltd",,"doi chaang village, chiang rai, thialand",Specialty Coffee Association,2011,"November 16th, 2011",Doi Chaang Coffee Company,Other,Not Specified,7.08,7.33,7.58,7.58,7.17,7.5,10.0,10.0,10.0,81.58,0.01,,Specialty Coffee Association,1499.9208,10,6
908,909,Arabica,doi tung development project,Thailand,doi tung development project,,,Specialty Coffee Association,2011,"August 16th, 2011",Doi Tung Development Project,Other,Not Specified,7.33,7.33,7.17,7.5,7.58,7.33,10.0,10.0,10.0,81.58,0.2,,Specialty Coffee Association,0.0,4,6
909,910,Arabica,benjamin schmerler,Costa Rica,,,tarrazu,Specialty Coffee Association,,"June 14th, 2011",Benjamin Schmerler,Other,Not Specified,7.25,7.17,7.33,7.33,7.5,7.75,10.0,10.0,10.0,81.58,0.0,,Specialty Coffee Association,1600.2,4,6
910,911,Arabica,juan luis alvarado romero,Guatemala,las delicias,"unex guatemala, s.a.",santa rosa,Asociacion Nacional Del Café,2017,"August 23rd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10.0,10.0,81.5,0.1,Green,Asociacion Nacional Del Café,1219.2,4,6
911,912,Arabica,"exportadora atlantic, s.a.",Nicaragua,finca las marías,exportadora atlantic s.a,jalapa,Instituto Hondureño del Café,2017,"June 20th, 2017","Exportadora Atlantic, S.A.",Caturra,Natural / Experimental,7.5,7.42,7.33,7.33,7.25,7.33,10.0,10.0,10.0,81.5,0.11,Green,Instituto Hondureño del Café,1100.0,4,6
912,913,Arabica,elsy reyes,Honduras,las cuchillas,cigrah,comayagua,Instituto Hondureño del Café,2017,"June 3rd, 2017",Elsy Reyes,Caturra,Washed / Wet,7.5,7.5,7.33,7.42,7.17,7.25,10.0,10.0,10.0,81.5,0.1,Green,Instituto Hondureño del Café,1400.0,4,6
913,914,Arabica,juan luis alvarado romero,Guatemala,las delicias,"unex guatemala, s.a.",santa rosa,Asociacion Nacional Del Café,2017,"June 1st, 2017",Juan Luis Alvarado Romero,Bourbon,Not Specified,7.5,7.42,7.25,7.25,7.5,7.25,10.0,10.0,10.0,81.5,0.12,Green,Asociacion Nacional Del Café,0.0,4,6
914,915,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,谷泉咖啡莊園,宸嶧國際,古坑鄉荷包村尖山坑60號,Blossom Valley International,2015,"September 17th, 2015",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Natural / Dry,7.5,7.42,7.33,7.08,7.58,7.25,10.0,10.0,10.0,81.5,0.12,Green,Blossom Valley International,180.0,4,6
915,916,Arabica,genius coffee,Myanmar,mixed,"aung nay lin htun co., ltd",ywar ngan township,Coffee Quality Institute,2015,"July 17th, 2015",Genius Coffee,Catuai,Washed / Wet,7.25,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,81.5,0.0,Green,Coffee Quality Institute,1219.2,0,6
916,917,Arabica,santa laura exportadora de cafe s.l.e.c. s.a.,Costa Rica,several,santa laura exportadora de cafe s.l.e.c. s.a.,occidental,Specialty Coffee Association of Costa Rica,2014,"January 7th, 2015",Santa Laura Exportadora de Cafe S.L.E.C. S.A.,Caturra,Washed / Wet,7.83,7.33,7.08,7.08,7.33,7.5,10.0,10.0,10.0,81.5,0.12,Green,Specialty Coffee Association of Costa Rica,1200.0,4,6
917,918,Arabica,afca,Malawi,chinongo,mzuzu coffee planters coop union,mzuzu,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Gesha,Washed / Wet,7.67,7.42,6.92,7.5,7.5,7.17,10.0,10.0,10.0,81.5,0.12,Green,Africa Fine Coffee Association,1599.0,4,6
918,919,Arabica,juan luis alvarado romero,Guatemala,various,outspan guatemala s.a.,oriente,Asociacion Nacional Del Café,2014,"September 23rd, 2014",Juan Luis Alvarado Romero,Other,Washed / Wet,7.5,7.42,7.17,7.58,7.25,7.42,10.0,10.0,10.0,81.5,0.12,Green,Asociacion Nacional Del Café,1219.2,10,6
919,920,Arabica,"lin, che-hao krude 林哲豪",Taiwan,good mood coffee 馨晴咖啡        ,"red on tree co., ltd.",natou county,Specialty Coffee Association,2014,"August 18th, 2014","Lin, Che-Hao Krude 林哲豪
",Typica,Washed / Wet,7.42,7.33,7.67,7.33,7.42,7.5,10.0,10.0,9.33,81.5,0.11,Blue-Green,Specialty Coffee Association,900.0,2,6
920,921,Arabica,jacques pereira carneiro,Brazil,pereira estate coffee,exportadora de cafés carmo de minas ltda,sul de minas,Specialty Coffee Association,2014,"July 29th, 2014",Jacques Pereira Carneiro,Yellow Bourbon,Semi-washed / Semi-pulped,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,81.5,0.0,Green,Specialty Coffee Association,1200.0,2,0
921,922,Arabica,myriam kaplan-pasternak,Haiti,mixed,haiti coffee,"dondon, haiti",Specialty Coffee Association,2013,"May 5th, 2014",Myriam Kaplan-Pasternak,Blue Mountain,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.33,10.0,10.0,10.0,81.5,0.11,Bluish-Green,Specialty Coffee Association,825.0,4,6
922,923,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,xu yuan zhang 徐源漳,blossom valley宸嶧國際,taichung xinshe 台中市新社區,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Natural / Experimental,7.5,7.42,7.25,7.25,7.33,7.33,10.0,10.0,10.0,81.5,0.11,Green,Blossom Valley International,600.0,4,6
923,924,Arabica,alfredo bojalil,Mexico,nueva linda,ecomtrading,"la concordia, chiapas",AMECAFE,2013,"March 11th, 2013",ALFREDO BOJALIL,Typica,Washed / Wet,7.33,7.33,7.17,7.42,7.5,7.5,10.0,10.0,10.0,81.5,0.13,Green,AMECAFE,1150.0,4,6
924,925,Arabica,alfredo bojalil,Mexico,productor independiente guadalupe victoria,ecomtrading,amatenango de la frontera,AMECAFE,2012,"August 30th, 2012",ALFREDO BOJALIL,Typica,Washed / Wet,7.58,7.42,7.25,7.42,7.33,7.33,10.0,10.0,10.0,81.5,0.12,Green,AMECAFE,1600.0,4,6
925,926,Arabica,jose luis munoz guerrero,Mexico,santa maria temaxcalapa,,temaxcalapa,AMECAFE,2012,"August 29th, 2012",JOSE LUIS MUNOZ GUERRERO,Catuai,Washed / Wet,7.42,7.25,7.17,7.42,7.17,8.0,10.0,10.0,10.0,81.5,0.12,Green,AMECAFE,1100.0,4,6
926,927,Arabica,jose luis munoz guerrero,Mexico,canoa manzanillo,,manzanillo,AMECAFE,2012,"August 1st, 2012",JOSE LUIS MUNOZ GUERRERO,Typica,Semi-washed / Semi-pulped,7.33,7.5,7.33,7.33,7.33,7.42,10.0,10.0,10.0,81.5,0.11,Green,AMECAFE,1000.0,4,6
927,928,Arabica,tomas edelmann blass,Mexico,hamburgo 7 arroyos,,tapachula,AMECAFE,2012,"July 26th, 2012",TOMAS EDELMANN BLASS,Bourbon,Washed / Wet,7.42,7.42,7.33,7.17,7.25,7.42,10.0,10.0,10.0,81.5,0.13,Green,AMECAFE,1250.0,4,6
928,929,Arabica,maria de la paz aguilar guillen,Mexico,el romance azul,,atoyac de alvarez,AMECAFE,2012,"July 26th, 2012",MARIA DE LA PAZ AGUILAR GUILLEN,Typica,Natural / Dry,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10.0,10.0,81.5,0.11,Green,AMECAFE,1100.0,10,6
929,930,Arabica,specialty coffee association of indonesia,Indonesia,"ijen highland, east java",scai,ijen,Specialty Coffee Association of Indonesia,2012,"May 24th, 2012",Specialty Coffee Association of Indonesia,Other,Washed / Wet,7.75,7.17,7.17,7.33,7.58,7.33,10.0,10.0,10.0,81.5,0.12,Green,Specialty Coffee Association of Indonesia,1400.0,10,6
930,931,Arabica,jacques pereira carneiro,Brazil,sertao,exportadora de cafés carmo de minas ltda,sul de minas,NUCOFFEE,2012,"April 12th, 2012",Jacques Pereira Carneiro,Bourbon,Semi-washed / Semi-pulped,7.5,7.42,7.17,7.42,7.5,7.33,10.0,10.0,10.0,81.5,0.12,Blue-Green,NUCOFFEE,125.0,4,6
931,932,Arabica,juan luis alvarado romero,Guatemala,chiquimulja / alpha cafe / senfro,"unex guatemala, s.a.",oriente,Asociacion Nacional Del Café,2012,"January 25th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.33,7.5,7.33,7.42,7.17,7.33,10.0,10.0,10.0,81.5,0.11,Green,Asociacion Nacional Del Café,0.0,4,6
932,933,Arabica,racafe & cia s.c.a,Colombia,,,cauca,Almacafé,Abril - Julio,"September 7th, 2011",Racafe & Cia S.C.A,Other,Not Specified,7.42,7.42,7.17,7.42,7.42,7.33,10.0,10.0,10.0,81.5,0.06,,Almacafé,1450.0,4,6
933,934,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,kona,Specialty Coffee Association,,"June 29th, 2010",Kona Pacific Farmers Cooperative,Other,Not Specified,7.33,7.33,7.33,7.5,7.5,7.83,9.33,10.0,10.0,81.5,0.0,,Specialty Coffee Association,0.0,4,6
934,935,Arabica,cafes tomari sa de cv,Mexico,cafetal,cafes tomari sa de cv,veracruz,Centro Agroecológico del Café A.C.,2017,"May 12th, 2017",CAFES TOMARI SA DE CV,Mundo Novo,Washed / Wet,7.58,7.33,7.08,7.33,7.5,7.33,10.0,10.0,10.0,81.42,0.12,Green,Centro Agroecológico del Café A.C.,1100.0,4,6
935,936,Arabica,juan luis alvarado romero,Guatemala,nueva granada,"agricola nueva granada, s.a.",san marcos,Asociacion Nacional Del Café,2016,"March 17th, 2016",Juan Luis Alvarado Romero,Catuai,Washed / Wet,7.42,7.33,7.08,7.58,7.33,7.25,10.0,10.0,10.0,81.42,0.1,Green,Asociacion Nacional Del Café,1371.6,10,6
936,937,Arabica,cafebras,Brazil,fazenda rio brilhante,cafebras comercio de cafés do brasil sa,cerrado,Brazil Specialty Coffee Association,2015/2016,"December 3rd, 2015",Cafebras,Catuai,Natural / Dry,7.33,7.5,7.5,7.33,6.83,7.42,10.0,10.0,10.0,81.42,0.11,Green,Brazil Specialty Coffee Association,1100.0,4,6
937,938,Arabica,cadexsa,Honduras,cerro bueno,cadexsa,marcala,Instituto Hondureño del Café,2015,"May 12th, 2015",CADEXSA,Catuai,Washed / Wet,7.5,7.33,7.17,7.25,7.5,7.42,10.0,10.0,10.0,81.42,0.12,Green,Instituto Hondureño del Café,1400.0,4,6
938,939,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,山彎有機咖啡農場,宸嶧國際,苗栗三灣,Blossom Valley International,2014,"November 23rd, 2014",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,7.83,7.75,7.42,7.17,7.08,7.08,10.0,10.0,10.0,81.42,0.12,Green,Blossom Valley International,110.0,4,6
939,940,Arabica,afca,Malawi,chimpumba,mzuzu coffee planters coop union,mzuzu,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Gesha,Washed / Wet,7.58,7.17,7.33,7.42,7.08,7.42,10.0,10.0,10.0,81.42,0.12,Bluish-Green,Africa Fine Coffee Association,1422.0,4,6
940,941,Arabica,ipanema coffees,Brazil,rio verde,ipanema coffees,south of minas,Specialty Coffee Association,2014/2015,"October 17th, 2014",Ipanema Coffees,Bourbon,Natural / Dry,7.25,7.5,7.42,7.17,7.33,7.33,10.0,10.0,10.0,81.42,0.0,Green,Specialty Coffee Association,1100.0,4,6
941,942,Arabica,juan luis alvarado romero,Guatemala,santo tomas pachuj,cafcom,"san lucas toliman, solola",Asociacion Nacional Del Café,2014,"May 26th, 2014",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.5,7.17,7.42,7.42,7.42,10.0,10.0,10.0,81.42,0.1,Green,Asociacion Nacional Del Café,1550.0,4,6
942,943,Arabica,kurt kappeli,Mexico,various,globus coffee,siltepec el triunfo,Specialty Coffee Association,2014,"May 1st, 2014",Kurt Kappeli,Typica,Washed / Wet,7.67,7.33,7.25,7.17,7.25,7.42,10.0,10.0,10.0,81.42,0.0,Green,Specialty Coffee Association,1550.0,4,6
943,944,Arabica,dane loraas,Peru,,sustainable harvest,puno,Specialty Coffee Association,2013,"February 27th, 2014",Dane Loraas,Other,Washed / Wet,7.42,7.42,7.17,7.33,7.42,7.42,10.0,10.0,10.0,81.42,0.1,Bluish-Green,Specialty Coffee Association,0.0,4,6
944,945,Arabica,juan luis alvarado romero,Guatemala,la union monte verde,"unex guatemala, s.a.",oriente,Asociacion Nacional Del Café,2013,"October 7th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.5,10.0,10.0,10.0,81.42,0.12,Green,Asociacion Nacional Del Café,1310.64,4,6
945,946,Arabica,saul m. hernandez ramirez,Mexico,palantla,,"huazalingo, hidalgo",AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Caturra,Washed / Wet,7.42,7.33,7.25,7.17,7.25,7.42,10.0,10.0,10.0,81.42,0.13,,AMECAFE,763.0,4,1
946,947,Arabica,grupo cafetalero los brujos spr de rl,Mexico,los brujos,grupo cafetalero los brujos,"coatepec, coatepec",AMECAFE,2012,"June 6th, 2012",GRUPO CAFETALERO LOS BRUJOS SPR DE RL,Typica,Washed / Wet,7.42,7.42,7.25,7.25,7.5,7.33,10.0,10.0,10.0,81.42,0.13,,AMECAFE,1100.0,4,6
947,948,Arabica,exportadora de cafe condor s.a,Colombia,,exportadora de cafe condor s.a,huila,Almacafé,2011,"November 11th, 2011",Exportadora de Cafe Condor S.A,Caturra,Natural / Dry,7.5,7.42,7.25,7.17,7.17,7.75,10.0,10.0,10.0,81.42,0.11,Green,Almacafé,1750.0,4,6
948,949,Arabica,exportadora de cafe condor s.a,Colombia,,,cauca,Almacafé,4T72010,"February 22nd, 2011",Exportadora de Cafe Condor S.A,Other,Not Specified,7.75,7.33,7.42,7.0,7.33,7.25,10.0,10.0,10.0,81.42,0.16,,Almacafé,1880.0,4,6
949,950,Arabica,kona pacific farmers cooperative,United States (Hawaii),kona pacific farmers cooperative,,kona,Specialty Coffee Association,,"May 24th, 2010",Kona Pacific Farmers Cooperative,Peaberry,Not Specified,7.83,7.0,7.0,7.58,7.58,7.5,10.0,10.0,10.0,81.42,0.01,,Specialty Coffee Association,0.0,4,0
